player_id,player_name,runs_scored,wickets,runs_conceded,catches,stumpings,match_date,opposition,match_id
24,Jasprit Bumrah,1*,0,39,0,0,13 Mar 2019,v Australia Delhi,47
26,Kuldeep Yadav,8,1,74,0,0,13 Mar 2019,v Australia Delhi,47
27,Mohammed Shami,3,2,57,0,0,13 Mar 2019,v Australia Delhi,47
1,Pat Cummins,2*,3,23,1,0,27 Mar 2019,v Pakistan Abu Dhabi,48
3,Alex Carey,25*,-,-,2,1,27 Mar 2019,v Pakistan Abu Dhabi,48
11,Glenn Maxwell,71,1,21,0,0,27 Mar 2019,v Pakistan Abu Dhabi,48
12,Marcus Stoinis,10,0,21,0,0,27 Mar 2019,v Pakistan Abu Dhabi,48
14,Adam Zampa,DNB,4,43,0,0,27 Mar 2019,v Pakistan Abu Dhabi,48
1,Pat Cummins,DNB,3,40,0,0,1 Jun 2019,v Afghanistan Bristol,49
2,Steve Smith,18,-,-,1,0,1 Jun 2019,v Afghanistan Bristol,49
3,Alex Carey,DNB,-,-,4,1,1 Jun 2019,v Afghanistan Bristol,49
11,Glenn Maxwell,4*,-,-,0,0,1 Jun 2019,v Afghanistan Bristol,49
12,Marcus Stoinis,DNB,2,37,0,0,1 Jun 2019,v Afghanistan Bristol,49
13,David Warner,89*,-,-,0,0,1 Jun 2019,v Afghanistan Bristol,49
14,Adam Zampa,DNB,3,60,0,0,1 Jun 2019,v Afghanistan Bristol,49
15,Mitchell Starc.,DNB,1,31,0,0,1 Jun 2019,v Afghanistan Bristol,49
1,Pat Cummins,2,2,41,0,0,6 Jun 2019,v West Indies Nottingham,50
2,Steve Smith,73,-,-,1,0,6 Jun 2019,v West Indies Nottingham,50
3,Alex Carey,45,-,-,0,0,6 Jun 2019,v West Indies Nottingham,50
11,Glenn Maxwell,0,0,31,1,0,6 Jun 2019,v West Indies Nottingham,50
12,Marcus Stoinis,19,0,18,0,0,6 Jun 2019,v West Indies Nottingham,50
13,David Warner,3,-,-,0,0,6 Jun 2019,v West Indies Nottingham,50
14,Adam Zampa,0*,1,58,1,0,6 Jun 2019,v West Indies Nottingham,50
15,Mitchell Starc.,8,5,46,0,0,6 Jun 2019,v West Indies Nottingham,50
1,Pat Cummins,8,1,55,1,0,9 Jun 2019,v India The Oval,51
2,Steve Smith,69,-,-,0,0,9 Jun 2019,v India The Oval,51
3,Alex Carey,55*,-,-,1,0,9 Jun 2019,v India The Oval,51
11,Glenn Maxwell,28,0,45,0,0,9 Jun 2019,v India The Oval,51
12,Marcus Stoinis,0,2,62,1,0,9 Jun 2019,v India The Oval,51
13,David Warner,56,-,-,0,0,9 Jun 2019,v India The Oval,51
14,Adam Zampa,1,0,50,0,0,9 Jun 2019,v India The Oval,51
15,Mitchell Starc.,3,1,74,0,0,9 Jun 2019,v India The Oval,51
16,Rohit Sharma,57,-,-,0,0,9 Jun 2019,v Australia The Oval,51
17,Hardik Pandya,48,0,68,0,0,9 Jun 2019,v Australia The Oval,51
19,Virat Kohli,82,-,-,1,0,9 Jun 2019,v Australia The Oval,51
21,KL Rahul,11*,-,-,0,0,9 Jun 2019,v Australia The Oval,51
24,Jasprit Bumrah,DNB,3,61,0,0,9 Jun 2019,v Australia The Oval,51
26,Kuldeep Yadav,DNB,0,55,0,0,9 Jun 2019,v Australia The Oval,51
1,Pat Cummins,2,3,33,0,0,12 Jun 2019,v Pakistan Taunton,52
2,Steve Smith,10,-,-,0,0,12 Jun 2019,v Pakistan Taunton,52
3,Alex Carey,20,-,-,4,0,12 Jun 2019,v Pakistan Taunton,52
11,Glenn Maxwell,20,0,58,0,0,12 Jun 2019,v Pakistan Taunton,52
13,David Warner,107,-,-,0,0,12 Jun 2019,v Pakistan Taunton,52
15,Mitchell Starc.,3,2,43,1,0,12 Jun 2019,v Pakistan Taunton,52
1,Pat Cummins,0,2,38,0,0,15 Jun 2019,v Sri Lanka The Oval,53
2,Steve Smith,73,-,-,0,0,15 Jun 2019,v Sri Lanka The Oval,53
3,Alex Carey,4,-,-,4,0,15 Jun 2019,v Sri Lanka The Oval,53
11,Glenn Maxwell,46*,0,46,1,0,15 Jun 2019,v Sri Lanka The Oval,53
13,David Warner,26,-,-,1,0,15 Jun 2019,v Sri Lanka The Oval,53
15,Mitchell Starc.,5*,4,55,0,0,15 Jun 2019,v Sri Lanka The Oval,53
1,Pat Cummins,DNB,0,65,1,0,20 Jun 2019,v Bangladesh Nottingham,54
2,Steve Smith,1,-,-,0,0,20 Jun 2019,v Bangladesh Nottingham,54
3,Alex Carey,11*,-,-,0,0,20 Jun 2019,v Bangladesh Nottingham,54
11,Glenn Maxwell,32,0,25,1,0,20 Jun 2019,v Bangladesh Nottingham,54
12,Marcus Stoinis,17*,2,54,0,0,20 Jun 2019,v Bangladesh Nottingham,54
13,David Warner,166,-,-,2,0,20 Jun 2019,v Bangladesh Nottingham,54
14,Adam Zampa,DNB,1,68,0,0,20 Jun 2019,v Bangladesh Nottingham,54
15,Mitchell Starc.,DNB,2,55,0,0,20 Jun 2019,v Bangladesh Nottingham,54
1,Pat Cummins,1,0,41,2,0,25 Jun 2019,v England Lord's,55
2,Steve Smith,38,-,-,0,0,25 Jun 2019,v England Lord's,55
3,Alex Carey,38*,-,-,1,0,25 Jun 2019,v England Lord's,55
11,Glenn Maxwell,12,0,15,0,0,25 Jun 2019,v England Lord's,55
12,Marcus Stoinis,8,1,29,1,0,25 Jun 2019,v England Lord's,55
13,David Warner,53,-,-,1,0,25 Jun 2019,v England Lord's,55
15,Mitchell Starc.,4*,4,43,0,0,25 Jun 2019,v England Lord's,55
1,Pat Cummins,23*,1,14,0,0,29 Jun 2019,v New Zealand Lord's,56
2,Steve Smith,5,1,6,1,0,29 Jun 2019,v New Zealand Lord's,56
3,Alex Carey,71,-,-,3,0,29 Jun 2019,v New Zealand Lord's,56
11,Glenn Maxwell,1,0,18,0,0,29 Jun 2019,v New Zealand Lord's,56
12,Marcus Stoinis,21,0,12,0,0,29 Jun 2019,v New Zealand Lord's,56
13,David Warner,16,-,-,0,0,29 Jun 2019,v New Zealand Lord's,56
15,Mitchell Starc.,0,5,26,0,0,29 Jun 2019,v New Zealand Lord's,56
1,Pat Cummins,9,1,66,0,0,6 Jul 2019,v South Africa Manchester,57
2,Steve Smith,7,0,5,0,0,6 Jul 2019,v South Africa Manchester,57
3,Alex Carey,85,-,-,0,1,6 Jul 2019,v South Africa Manchester,57
11,Glenn Maxwell,12,0,57,1,0,6 Jul 2019,v South Africa Manchester,57
12,Marcus Stoinis,22,0,19,1,0,6 Jul 2019,v South Africa Manchester,57
13,David Warner,122,-,-,0,0,6 Jul 2019,v South Africa Manchester,57
15,Mitchell Starc.,16,2,59,2,0,6 Jul 2019,v South Africa Manchester,57
1,Pat Cummins,6,1,34,0,0,11 Jul 2019,v England Birmingham,58
2,Steve Smith,85,0,21,0,0,11 Jul 2019,v England Birmingham,58
3,Alex Carey,46,-,-,1,0,11 Jul 2019,v England Birmingham,58
11,Glenn Maxwell,22,-,-,0,0,11 Jul 2019,v England Birmingham,58
12,Marcus Stoinis,0,0,13,0,0,11 Jul 2019,v England Birmingham,58
13,David Warner,9,-,-,0,0,11 Jul 2019,v England Birmingham,58
15,Mitchell Starc.,29,1,70,0,0,11 Jul 2019,v England Birmingham,58
1,Pat Cummins,DNB,2,44,0,0,14 Jan 2020,v India Wankhede,59
2,Steve Smith,DNB,-,-,1,0,14 Jan 2020,v India Wankhede,59
3,Alex Carey,DNB,-,-,3,0,14 Jan 2020,v India Wankhede,59
6,Marnus Labuschagne,DNB,-,-,0,0,14 Jan 2020,v India Wankhede,59
13,David Warner,128*,-,-,1,0,14 Jan 2020,v India Wankhede,59
14,Adam Zampa,DNB,1,53,1,0,14 Jan 2020,v India Wankhede,59
15,Mitchell Starc.,DNB,3,56,0,0,14 Jan 2020,v India Wankhede,59
16,Rohit Sharma,10,-,-,0,0,14 Jan 2020,v Australia Wankhede,59
19,Virat Kohli,16,-,-,0,0,14 Jan 2020,v Australia Wankhede,59
20,Shreyas Iyer,4,-,-,0,0,14 Jan 2020,v Australia Wankhede,59
21,KL Rahul,47,-,-,0,0,14 Jan 2020,v Australia Wankhede,59
22,Ravindra Jadeja,25,0,41,0,0,14 Jan 2020,v Australia Wankhede,59
23,Shardul Thakur,13,0,43,0,0,14 Jan 2020,v Australia Wankhede,59
24,Jasprit Bumrah,0*,0,50,0,0,14 Jan 2020,v Australia Wankhede,59
26,Kuldeep Yadav,17,0,55,0,0,14 Jan 2020,v Australia Wankhede,59
27,Mohammed Shami,10,0,58,0,0,14 Jan 2020,v Australia Wankhede,59
1,Pat Cummins,0,0,53,0,0,17 Jan 2020,v India Rajkot,60
2,Steve Smith,98,-,-,0,0,17 Jan 2020,v India Rajkot,60
3,Alex Carey,18,-,-,0,0,17 Jan 2020,v India Rajkot,60
6,Marnus Labuschagne,46,0,14,0,0,17 Jan 2020,v India Rajkot,60
13,David Warner,15,-,-,0,0,17 Jan 2020,v India Rajkot,60
14,Adam Zampa,6,3,50,0,0,17 Jan 2020,v India Rajkot,60
15,Mitchell Starc.,6,0,78,2,0,17 Jan 2020,v India Rajkot,60
16,Rohit Sharma,42,-,-,0,0,17 Jan 2020,v Australia Rajkot,60
19,Virat Kohli,78,-,-,1,0,17 Jan 2020,v Australia Rajkot,60
20,Shreyas Iyer,7,-,-,0,0,17 Jan 2020,v Australia Rajkot,60
21,KL Rahul,80,-,-,2,1,17 Jan 2020,v Australia Rajkot,60
22,Ravindra Jadeja,20*,2,58,0,0,17 Jan 2020,v Australia Rajkot,60
24,Jasprit Bumrah,DNB,1,32,0,0,17 Jan 2020,v Australia Rajkot,60
26,Kuldeep Yadav,DNB,2,65,0,0,17 Jan 2020,v Australia Rajkot,60
27,Mohammed Shami,1*,3,77,1,0,17 Jan 2020,v Australia Rajkot,60
1,Pat Cummins,0,0,64,0,0,19 Jan 2020,v India Bengaluru,61
2,Steve Smith,131,-,-,0,0,19 Jan 2020,v India Bengaluru,61
3,Alex Carey,35,-,-,0,0,19 Jan 2020,v India Bengaluru,61
6,Marnus Labuschagne,54,0,11,0,0,19 Jan 2020,v India Bengaluru,61
8,Josh Hazlewood,1*,1,55,0,0,19 Jan 2020,v India Bengaluru,61
13,David Warner,3,-,-,0,0,19 Jan 2020,v India Bengaluru,61
14,Adam Zampa,1,1,44,0,0,19 Jan 2020,v India Bengaluru,61
15,Mitchell Starc.,0,0,66,1,0,19 Jan 2020,v India Bengaluru,61
16,Rohit Sharma,119,-,-,0,0,19 Jan 2020,v Australia Bengaluru,61
19,Virat Kohli,89,-,-,1,0,19 Jan 2020,v Australia Bengaluru,61
20,Shreyas Iyer,44*,-,-,2,0,19 Jan 2020,v Australia Bengaluru,61
21,KL Rahul,19,-,-,2,0,19 Jan 2020,v Australia Bengaluru,61
22,Ravindra Jadeja,DNB,2,44,0,0,19 Jan 2020,v Australia Bengaluru,61
24,Jasprit Bumrah,DNB,0,38,0,0,19 Jan 2020,v Australia Bengaluru,61
26,Kuldeep Yadav,DNB,1,62,0,0,19 Jan 2020,v Australia Bengaluru,61
27,Mohammed Shami,DNB,4,63,0,0,19 Jan 2020,v Australia Bengaluru,61
1,Pat Cummins,6,3,45,0,0,29 Feb 2020,v South Africa Paarl,62
2,Steve Smith,76,-,-,0,0,29 Feb 2020,v South Africa Paarl,62
3,Alex Carey,5,-,-,2,0,29 Feb 2020,v South Africa Paarl,62
6,Marnus Labuschagne,41,-,-,0,0,29 Feb 2020,v South Africa Paarl,62
8,Josh Hazlewood,1,1,63,0,0,29 Feb 2020,v South Africa Paarl,62
10,Mitch Marsh,16,0,35,1,0,29 Feb 2020,v South Africa Paarl,62
13,David Warner,25,-,-,0,0,29 Feb 2020,v South Africa Paarl,62
14,Adam Zampa,7*,0,48,0,0,29 Feb 2020,v South Africa Paarl,62
15,Mitchell Starc.,5,2,59,0,0,29 Feb 2020,v South Africa Paarl,62
1,Pat Cummins,6,1,59,1,0,4 Mar 2020,v South Africa Bloemfontein,63
2,Steve Smith,13,-,-,0,0,4 Mar 2020,v South Africa Bloemfontein,63
3,Alex Carey,21,-,-,0,0,4 Mar 2020,v South Africa Bloemfontein,63
6,Marnus Labuschagne,0,0,11,0,0,4 Mar 2020,v South Africa Bloemfontein,63
10,Mitch Marsh,36,0,51,1,0,4 Mar 2020,v South Africa Bloemfontein,63
13,David Warner,35,-,-,0,0,4 Mar 2020,v South Africa Bloemfontein,63
14,Adam Zampa,3*,2,48,0,0,4 Mar 2020,v South Africa Bloemfontein,63
15,Mitchell Starc.,3,1,53,0,0,4 Mar 2020,v South Africa Bloemfontein,63
1,Pat Cummins,14*,3,25,2,0,13 Mar 2020,v New Zealand Sydney,64
2,Steve Smith,14,0,8,1,0,13 Mar 2020,v New Zealand Sydney,64
3,Alex Carey,1,-,-,2,0,13 Mar 2020,v New Zealand Sydney,64
6,Marnus Labuschagne,56,-,-,0,0,13 Mar 2020,v New Zealand Sydney,64
8,Josh Hazlewood,DNB,2,37,0,0,13 Mar 2020,v New Zealand Sydney,64
10,Mitch Marsh,27,3,29,0,0,13 Mar 2020,v New Zealand Sydney,64
13,David Warner,67,-,-,0,0,13 Mar 2020,v New Zealand Sydney,64
14,Adam Zampa,DNB,2,50,0,0,13 Mar 2020,v New Zealand Sydney,64
15,Mitchell Starc.,9*,0,33,2,0,13 Mar 2020,v New Zealand Sydney,64
1,Pat Cummins,9,1,74,0,0,11 Sep 2020,v England Manchester,65
3,Alex Carey,10,-,-,1,0,11 Sep 2020,v England Manchester,65
6,Marnus Labuschagne,21,-,-,2,0,11 Sep 2020,v England Manchester,65
8,Josh Hazlewood,0*,3,26,2,0,11 Sep 2020,v England Manchester,65
10,Mitch Marsh,73,1,29,0,0,11 Sep 2020,v England Manchester,65
11,Glenn Maxwell,77,0,19,3,0,11 Sep 2020,v England Manchester,65
12,Marcus Stoinis,43,0,15,0,0,11 Sep 2020,v England Manchester,65
13,David Warner,6,-,-,1,0,11 Sep 2020,v England Manchester,65
14,Adam Zampa,5,4,55,0,0,11 Sep 2020,v England Manchester,65
15,Mitchell Starc.,19*,0,47,0,0,11 Sep 2020,v England Manchester,65
1,Pat Cummins,11,1,56,0,0,13 Sep 2020,v England Manchester,66
3,Alex Carey,36,-,-,3,0,13 Sep 2020,v England Manchester,66
6,Marnus Labuschagne,48,-,-,0,0,13 Sep 2020,v England Manchester,66
8,Josh Hazlewood,7*,1,27,0,0,13 Sep 2020,v England Manchester,66
10,Mitch Marsh,1,1,49,0,0,13 Sep 2020,v England Manchester,66
11,Glenn Maxwell,1,-,-,0,0,13 Sep 2020,v England Manchester,66
12,Marcus Stoinis,9,0,20,0,0,13 Sep 2020,v England Manchester,66
13,David Warner,6,-,-,0,0,13 Sep 2020,v England Manchester,66
14,Adam Zampa,2,3,36,0,0,13 Sep 2020,v England Manchester,66
15,Mitchell Starc.,0,2,38,0,0,13 Sep 2020,v England Manchester,66
1,Pat Cummins,4*,1,53,0,0,16 Sep 2020,v England Manchester,67
3,Alex Carey,106,-,-,0,0,16 Sep 2020,v England Manchester,67
6,Marnus Labuschagne,20,-,-,0,0,16 Sep 2020,v England Manchester,67
8,Josh Hazlewood,DNB,0,68,0,0,16 Sep 2020,v England Manchester,67
10,Mitch Marsh,2,0,25,1,0,16 Sep 2020,v England Manchester,67
11,Glenn Maxwell,108,0,23,1,0,16 Sep 2020,v England Manchester,67
12,Marcus Stoinis,4,-,-,0,0,16 Sep 2020,v England Manchester,67
13,David Warner,24,-,-,0,0,16 Sep 2020,v England Manchester,67
14,Adam Zampa,DNB,3,51,0,0,16 Sep 2020,v England Manchester,67
15,Mitchell Starc.,11*,3,74,1,0,16 Sep 2020,v England Manchester,67
1,Pat Cummins,1*,0,52,0,0,27 Nov 2020,v India Sydney,68
2,Steve Smith,105,-,-,1,0,27 Nov 2020,v India Sydney,68
3,Alex Carey,17*,-,-,1,0,27 Nov 2020,v India Sydney,68
6,Marnus Labuschagne,2,-,-,0,0,27 Nov 2020,v India Sydney,68
8,Josh Hazlewood,DNB,3,55,0,0,27 Nov 2020,v India Sydney,68
11,Glenn Maxwell,45,0,55,1,0,27 Nov 2020,v India Sydney,68
12,Marcus Stoinis,0,0,25,0,0,27 Nov 2020,v India Sydney,68
13,David Warner,69,-,-,0,0,27 Nov 2020,v India Sydney,68
14,Adam Zampa,DNB,4,54,0,0,27 Nov 2020,v India Sydney,68
15,Mitchell Starc.,DNB,1,65,3,0,27 Nov 2020,v India Sydney,68
17,Hardik Pandya,90,-,-,0,0,27 Nov 2020,v Australia Sydney,68
19,Virat Kohli,21,-,-,0,0,27 Nov 2020,v Australia Sydney,68
20,Shreyas Iyer,2,-,-,0,0,27 Nov 2020,v Australia Sydney,68
21,KL Rahul,12,-,-,3,0,27 Nov 2020,v Australia Sydney,68
22,Ravindra Jadeja,25,0,63,1,0,27 Nov 2020,v Australia Sydney,68
24,Jasprit Bumrah,0*,1,73,0,0,27 Nov 2020,v Australia Sydney,68
27,Mohammed Shami,13,3,59,0,0,27 Nov 2020,v Australia Sydney,68
1,Pat Cummins,DNB,3,67,0,0,29 Nov 2020,v India Sydney,69
2,Steve Smith,104,-,-,2,0,29 Nov 2020,v India Sydney,69
3,Alex Carey,DNB,-,-,1,0,29 Nov 2020,v India Sydney,69
6,Marnus Labuschagne,70,-,-,0,0,29 Nov 2020,v India Sydney,69
8,Josh Hazlewood,DNB,2,59,1,0,29 Nov 2020,v India Sydney,69
11,Glenn Maxwell,63*,1,34,2,0,29 Nov 2020,v India Sydney,69
13,David Warner,83,-,-,0,0,29 Nov 2020,v India Sydney,69
14,Adam Zampa,DNB,2,62,0,0,29 Nov 2020,v India Sydney,69
15,Mitchell Starc.,DNB,0,82,1,0,29 Nov 2020,v India Sydney,69
17,Hardik Pandya,28,1,24,0,0,29 Nov 2020,v Australia Sydney,69
19,Virat Kohli,89,-,-,1,0,29 Nov 2020,v Australia Sydney,69
20,Shreyas Iyer,38,-,-,0,0,29 Nov 2020,v Australia Sydney,69
21,KL Rahul,76,-,-,0,0,29 Nov 2020,v Australia Sydney,69
22,Ravindra Jadeja,24,0,60,0,0,29 Nov 2020,v Australia Sydney,69
24,Jasprit Bumrah,0,1,79,0,0,29 Nov 2020,v Australia Sydney,69
27,Mohammed Shami,1,1,73,1,0,29 Nov 2020,v Australia Sydney,69
1,Pat Cummins,0,0,48,0,0,14 Jun 2022,v Sri Lanka Pallekele,70
2,Steve Smith,53,-,-,0,0,14 Jun 2022,v Sri Lanka Pallekele,70
3,Alex Carey,21,-,-,1,0,14 Jun 2022,v Sri Lanka Pallekele,70
6,Marnus Labuschagne,24,2,19,0,0,14 Jun 2022,v Sri Lanka Pallekele,70
8,Josh Hazlewood,DNB,1,54,0,0,14 Jun 2022,v Sri Lanka Pallekele,70
11,Glenn Maxwell,80*,0,60,0,0,14 Jun 2022,v Sri Lanka Pallekele,70
12,Marcus Stoinis,44,0,3,0,0,14 Jun 2022,v Sri Lanka Pallekele,70
13,David Warner,0,-,-,2,0,14 Jun 2022,v Sri Lanka Pallekele,70
1,Pat Cummins,4,4,35,1,0,16 Jun 2022,v Sri Lanka Pallekele,71
2,Steve Smith,28,-,-,0,0,16 Jun 2022,v Sri Lanka Pallekele,71
3,Alex Carey,15,-,-,3,0,16 Jun 2022,v Sri Lanka Pallekele,71
6,Marnus Labuschagne,18,0,13,0,0,16 Jun 2022,v Sri Lanka Pallekele,71
8,Josh Hazlewood,4*,0,26,0,0,16 Jun 2022,v Sri Lanka Pallekele,71
9,Travis Head,23,-,-,0,0,16 Jun 2022,v Sri Lanka Pallekele,71
11,Glenn Maxwell,30,2,35,2,0,16 Jun 2022,v Sri Lanka Pallekele,71
13,David Warner,37,-,-,0,0,16 Jun 2022,v Sri Lanka Pallekele,71
1,Pat Cummins,35,2,37,0,0,21 Jun 2022,v Sri Lanka Colombo (RPS),72
3,Alex Carey,19,-,-,1,1,21 Jun 2022,v Sri Lanka Colombo (RPS),72
6,Marnus Labuschagne,14,0,13,0,0,21 Jun 2022,v Sri Lanka Colombo (RPS),72
7,Cameron Green,13,0,27,0,0,21 Jun 2022,v Sri Lanka Colombo (RPS),72
8,Josh Hazlewood,0*,0,45,0,0,21 Jun 2022,v Sri Lanka Colombo (RPS),72
9,Travis Head,27,-,-,0,0,21 Jun 2022,v Sri Lanka Colombo (RPS),72
10,Mitch Marsh,26,2,29,0,0,21 Jun 2022,v Sri Lanka Colombo (RPS),72
11,Glenn Maxwell,1,1,49,1,0,21 Jun 2022,v Sri Lanka Colombo (RPS),72
13,David Warner,99,-,-,1,0,21 Jun 2022,v Sri Lanka Colombo (RPS),72
1,Pat Cummins,DNB,2,22,1,0,24 Jun 2022,v Sri Lanka Colombo (RPS),73
3,Alex Carey,45*,-,-,2,0,24 Jun 2022,v Sri Lanka Colombo (RPS),73
4,Josh Inglis,5,-,-,0,0,24 Jun 2022,v Sri Lanka Colombo (RPS),73
6,Marnus Labuschagne,31,0,36,0,0,24 Jun 2022,v Sri Lanka Colombo (RPS),73
7,Cameron Green,25*,1,13,1,0,24 Jun 2022,v Sri Lanka Colombo (RPS),73
8,Josh Hazlewood,DNB,2,22,0,0,24 Jun 2022,v Sri Lanka Colombo (RPS),73
10,Mitch Marsh,24,0,3,0,0,24 Jun 2022,v Sri Lanka Colombo (RPS),73
11,Glenn Maxwell,16,1,38,0,0,24 Jun 2022,v Sri Lanka Colombo (RPS),73
13,David Warner,10,-,-,0,0,24 Jun 2022,v Sri Lanka Colombo (RPS),73
1,Pat Cummins,DNB,3,62,0,0,17 Nov 2022,v England Adelaide,74
2,Steve Smith,80*,-,-,1,0,17 Nov 2022,v England Adelaide,74
3,Alex Carey,21,-,-,2,0,17 Nov 2022,v England Adelaide,74
6,Marnus Labuschagne,4,-,-,0,0,17 Nov 2022,v England Adelaide,74
7,Cameron Green,20*,0,38,0,0,17 Nov 2022,v England Adelaide,74
9,Travis Head,69,-,-,0,0,17 Nov 2022,v England Adelaide,74
12,Marcus Stoinis,DNB,1,23,0,0,17 Nov 2022,v England Adelaide,74
13,David Warner,86,-,-,0,0,17 Nov 2022,v England Adelaide,74
14,Adam Zampa,DNB,3,55,0,0,17 Nov 2022,v England Adelaide,74
15,Mitchell Starc.,DNB,1,45,0,0,17 Nov 2022,v England Adelaide,74
1,Pat Cummins,DNB,2,25,1,0,22 Nov 2022,v England Melbourne,75
2,Steve Smith,21,-,-,0,0,22 Nov 2022,v England Melbourne,75
3,Alex Carey,12*,-,-,2,0,22 Nov 2022,v England Melbourne,75
5,Sean Abbott,DNB,2,45,0,0,22 Nov 2022,v England Melbourne,75
6,Marnus Labuschagne,8*,-,-,1,0,22 Nov 2022,v England Melbourne,75
8,Josh Hazlewood,DNB,1,21,1,0,22 Nov 2022,v England Melbourne,75
9,Travis Head,152,-,-,0,0,22 Nov 2022,v England Melbourne,75
10,Mitch Marsh,30,1,18,0,0,22 Nov 2022,v England Melbourne,75
12,Marcus Stoinis,12,-,-,1,0,22 Nov 2022,v England Melbourne,75
13,David Warner,106,-,-,0,0,22 Nov 2022,v England Melbourne,75
14,Adam Zampa,DNB,4,31,0,0,22 Nov 2022,v England Melbourne,75
1,Pat Cummins,21*,1,44,0,0,22 Sep 2023,v India Mohali,76
2,Steve Smith,41,-,-,0,0,22 Sep 2023,v India Mohali,76
4,Josh Inglis,45,-,-,1,0,22 Sep 2023,v India Mohali,76
5,Sean Abbott,2,1,56,0,0,22 Sep 2023,v India Mohali,76
6,Marnus Labuschagne,39,-,-,0,0,22 Sep 2023,v India Mohali,76
7,Cameron Green,31,0,44,0,0,22 Sep 2023,v India Mohali,76
10,Mitch Marsh,4,-,-,1,0,22 Sep 2023,v India Mohali,76
12,Marcus Stoinis,29,0,40,0,0,22 Sep 2023,v India Mohali,76
13,David Warner,52,-,-,0,0,22 Sep 2023,v India Mohali,76
14,Adam Zampa,2,2,57,0,0,22 Sep 2023,v India Mohali,76
18,Shubman Gill,74,-,-,2,0,22 Sep 2023,v Australia Mohali,76
20,Shreyas Iyer,3,-,-,1,0,22 Sep 2023,v Australia Mohali,76
21,KL Rahul,58*,-,-,0,1,22 Sep 2023,v Australia Mohali,76
22,Ravindra Jadeja,3*,1,51,0,0,22 Sep 2023,v Australia Mohali,76
23,Shardul Thakur,DNB,0,78,0,0,22 Sep 2023,v Australia Mohali,76
24,Jasprit Bumrah,DNB,1,43,0,0,22 Sep 2023,v Australia Mohali,76
27,Mohammed Shami,DNB,5,51,0,0,22 Sep 2023,v Australia Mohali,76
28,Ravichandran Ashwin,DNB,1,47,0,0,22 Sep 2023,v Australia Mohali,76
29,Ishan Kishan,18,-,-,0,0,22 Sep 2023,v Australia Mohali,76
30,Suryakumar Yadav,50,-,-,1,0,22 Sep 2023,v Australia Mohali,76
1,Pat Cummins,19*,1,59,1,0,27 Sep 2023,v India Rajkot,77
2,Steve Smith,74,-,-,1,0,27 Sep 2023,v India Rajkot,77
3,Alex Carey,11,-,-,1,0,27 Sep 2023,v India Rajkot,77
6,Marnus Labuschagne,72,-,-,2,0,27 Sep 2023,v India Rajkot,77
7,Cameron Green,9,1,30,0,0,27 Sep 2023,v India Rajkot,77
8,Josh Hazlewood,DNB,2,42,0,0,27 Sep 2023,v India Rajkot,77
10,Mitch Marsh,96,-,-,0,0,27 Sep 2023,v India Rajkot,77
11,Glenn Maxwell,5,4,40,2,0,27 Sep 2023,v India Rajkot,77
13,David Warner,56,-,-,0,0,27 Sep 2023,v India Rajkot,77
15,Mitchell Starc.,1*,1,53,0,0,27 Sep 2023,v India Rajkot,77
16,Rohit Sharma,81,-,-,0,0,27 Sep 2023,v Australia Rajkot,77
19,Virat Kohli,56,-,-,1,0,27 Sep 2023,v Australia Rajkot,77
20,Shreyas Iyer,48,-,-,2,0,27 Sep 2023,v Australia Rajkot,77
21,KL Rahul,26,-,-,1,0,27 Sep 2023,v Australia Rajkot,77
22,Ravindra Jadeja,35,0,61,0,0,27 Sep 2023,v Australia Rajkot,77
24,Jasprit Bumrah,5,3,81,0,0,27 Sep 2023,v Australia Rajkot,77
25,Mohammed Siraj,1,1,68,0,0,27 Sep 2023,v Australia Rajkot,77
26,Kuldeep Yadav,2,2,48,0,0,27 Sep 2023,v Australia Rajkot,77
30,Suryakumar Yadav,8,-,-,0,0,27 Sep 2023,v Australia Rajkot,77
2,Steve Smith,DNB,2,78,2,0,19 Feb 2010,v West Indies Melbourne,78
2,Steve Smith,41,1,40,0,0,24 Jun 2010,v England Cardiff,79
2,Steve Smith,20,2,34,0,0,27 Jun 2010,v England Manchester,80
2,Steve Smith,18*,2,59,0,0,30 Jun 2010,v England The Oval,81
2,Steve Smith,15,2,49,0,0,3 Jul 2010,v England Lord's,82
2,Steve Smith,DNB,0,23,0,0,20 Oct 2010,v India Visakhapatnam,83
15,Mitchell Starc.,DNB,0,51,0,0,20 Oct 2010,v India Visakhapatnam,83
19,Virat Kohli,118,-,-,0,0,20 Oct 2010,v Australia Visakhapatnam,83
28,Ravichandran Ashwin,DNB,1,34,0,0,20 Oct 2010,v Australia Visakhapatnam,83
2,Steve Smith,12,0,8,0,0,3 Nov 2010,v Sri Lanka Melbourne,84
2,Steve Smith,33,0,10,0,0,5 Nov 2010,v Sri Lanka Sydney,85
2,Steve Smith,DNB,-,-,1,0,7 Nov 2010,v Sri Lanka Brisbane,86
15,Mitchell Starc.,DNB,4,27,0,0,7 Nov 2010,v Sri Lanka Brisbane,86
2,Steve Smith,5,2,12,0,0,16 Jan 2011,v England Melbourne,87
2,Steve Smith,0,1,5,1,0,21 Jan 2011,v England Hobart,88
2,Steve Smith,26,0,19,0,0,23 Jan 2011,v England Sydney,89
2,Steve Smith,46*,3,33,0,0,26 Jan 2011,v England Adelaide,90
